id,iso,lang,text,openai/gpt4,ISO code,ISO language name,native_speakers,writing_system,language_family,region,continent,ISO639P3code,Macroarea,Family,Subfamily,Genus,script_simplified,is_indo_european,xlm-roberta-base,bert-base-uncased,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bigscience/bloom,StabilityAI/stablelm-base-alpha-7b,google/flan-t5-base,facebook/mbart-large-50,facebook/nllb-200-distilled-600M,EleutherAI/gpt-neox-20b,Xenova/gpt-4o,Xenova/claude-tokenizer,CohereForAI/aya-101,meta-llama/Meta-Llama-3-70B,mistralai/Mixtral-8x22B-v0.1,google/gemma-7b,simbolo-ai/multilingual-partial-syllable-tokenizer,Cohere/multilingual-22-12,Cohere/Cohere-embed-multilingual-v3.0,tokenized_text
9765,my-MM,Burmese,နောက်ဆုံးဖွင့်ခဲ့တဲ့ audiobook ကို ပြန်စပါ,64,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,7.0,11.0,56.0,55.0,9.0,11.0,13.0,55.0,15,38,13,64,59,27,58,12,9,"[551, 432, 406, 300, 725, 1148, 1191, 1214, 1213, 1194, 1192, 1241, 1192, 1192, 1244, 361, 573, 1166, 278]"
9771,my-MM,Burmese,မကြာသေးခင်က ခေတ္တရပ်ထားတဲ့ အသံဖိုင် ကိုဖွင့်ပေးပါ,95,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,6.0,21.0,85.0,78.0,9.0,21.0,18.0,78.0,27,50,20,95,74,42,74,20,18,"[280, 755, 565, 581, 1153, 354, 1152, 643, 1154, 589, 756, 459, 1180, 1178, 295, 361, 406, 415, 364, 278]"
9775,my-MM,Burmese,ငါ စဖွင့်ခဲ့တဲ့ နောက်ဆုံး အခန်း ကနေ ငါ့ရဲ့ အသံစာအုပ် ကို ပြန်စဖွင့်ပေးပါ,136,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,11.0,22.0,117.0,118.0,19.0,22.0,22.0,118.0,37,75,25,136,115,64,109,23,18,"[747, 310, 406, 415, 725, 551, 432, 265, 611, 288, 293, 747, 1160, 402, 459, 1180, 439, 738, 361, 573, 1166, 406, 415, 364, 278]"
9778,my-MM,Burmese,သူစိမ်းတစ်ယောက် ဖွင့်ပါ,45,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,9.0,4.0,9.0,37.0,37.0,5.0,9.0,9.0,37.0,13,22,8,45,36,18,34,10,6,"[362, 1166, 644, 932, 385, 845, 278]"
9783,my-MM,Burmese,ငါးမိနစ် နားမယ်,29,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,4.0,7.0,26.0,24.0,5.0,7.0,7.0,24.0,11,16,6,29,20,12,23,8,5,"[747, 1149, 429, 679, 1049, 376]"
9787,my-MM,Burmese,စာအုပ် စဖတ်ပါ,25,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,4.0,7.0,21.0,20.0,5.0,7.0,6.0,20.0,7,16,6,25,18,12,21,7,4,"[530, 738, 310, 1178, 277, 278]"
9798,my-MM,Burmese,ငါ့အတွက် ပုဂံသူရဲကောင်းလေးယောက် ပြန်စပါ,76,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,5.0,15.0,68.0,63.0,7.0,15.0,15.0,63.0,21,41,13,76,60,32,58,16,13,"[747, 1160, 413, 1043, 1193, 1180, 346, 685, 468, 368, 531, 573, 1166, 278]"
9811,my-MM,Burmese,ကဝေဆယ့်နှစ်ကြိုး အသံသွင်းစာအုပ် ကို အရင် တစ်ခေါက် ဖွင့်ထားတဲ့ နေရာကနေ ဖွင့်ပါ,147,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,28.0,10.0,28.0,125.0,122.0,17.0,28.0,25.0,122.0,40,76,32,147,116,64,117,30,22,"[288, 1024, 1176, 268, 1160, 381, 276, 304, 459, 1180, 1008, 439, 738, 361, 265, 371, 410, 1170, 874, 1121, 415, 756, 1075, 713, 1121, 415, 278]"
9816,my-MM,Burmese,ဒီ playback ကို audiobook မှာရှာပြီးငါ့ကိုဖွင့်ပေးပါ,67,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,8.0,16.0,63.0,59.0,11.0,16.0,18.0,59.0,20,41,18,67,62,29,69,17,14,"[393, 1148, 1217, 1205, 1191, 1227, 1241, 1091, 1244, 361, 1148, 1191, 1214, 1213, 1194, 1192, 1241, 1192, 1192, 1244, 754, 1145, 317, 1156, 1175, 1160, 275, 406, 300, 364, 278]"
9817,my-MM,Burmese,ဒီ အသံထွက်စာအုပ် ကိုကျေးဇူးပြု၍ ဆက်ဖတ်ပါဦး,82,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,7.0,15.0,72.0,66.0,9.0,15.0,15.0,66.0,25,49,19,82,69,36,64,21,11,"[393, 459, 1180, 692, 439, 738, 361, 1067, 1207, 326, 444, 1223, 665, 1178, 277, 278, 370]"
9822,my-MM,Burmese,downpour က ရှင်စောပု နားထောင်မယ်,47,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,7.0,12.0,39.0,39.0,9.0,12.0,11.0,39.0,16,25,12,47,33,19,46,13,9,"[1148, 1213, 1192, 1245, 1195, 1217, 1192, 1214, 1196, 288, 1148, 483, 1166, 261, 1132, 1049, 623, 376]"
9831,my-MM,Burmese,ကျွန်မကနှင်းဆီပါမောင် စာအုပ် ကို အခန်း လေး က စ​ပြီးဖတ်ပါ,105,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,9.0,23.0,89.0,86.0,17.0,23.0,20.0,86.0,28,57,23,105,79,46,87,19,17,"[872, 1153, 311, 267, 757, 278, 1157, 315, 530, 738, 361, 265, 611, 1074, 288, 310, 1210, 317, 1178, 277, 278]"
9834,my-MM,Burmese,ကျော်ဟိန်း ရဲ့ အော်ဒီယိုစာအုပ် မှ သီချင်း တစ်ပုဒ်ကို ပြန်စပါ,114,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,9.0,22.0,93.0,94.0,15.0,22.0,23.0,94.0,31,63,25,114,87,47,89,23,19,"[336, 337, 1187, 1155, 301, 305, 269, 265, 337, 422, 1172, 260, 439, 738, 814, 1111, 559, 410, 1158, 766, 1147, 275, 573, 1166, 278]"
9838,my-MM,Burmese,မနှင်းဖြူနှင့်လူပုလေးခုနစ်ယောက် အသံထွက်ဝတ္ထု ကိုဖွင့်ပေးပါ,114,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,5.0,22.0,101.0,96.0,7.0,22.0,22.0,96.0,34,60,21,114,99,49,86,25,19,"[280, 311, 267, 286, 1179, 678, 561, 1132, 368, 377, 679, 531, 459, 1180, 692, 1185, 643, 945, 361, 406, 415, 364, 278]"
9840,my-MM,Burmese,ကဝေပျို၏နိဒါန်း အသံသွင်းစာအုပ် ဆက်ဖွင့်ပါ,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,7.0,18.0,70.0,69.0,7.0,18.0,18.0,69.0,25,43,21,81,66,34,62,25,14,"[288, 1024, 542, 260, 1208, 1159, 1155, 660, 301, 459, 1180, 1008, 439, 738, 665, 406, 300, 278]"
9849,my-MM,Burmese,ဇာတ်လိုက်ဖြစ်ချင်သူ အသံသွင်းစာအုပ် ကိုဖွင့်ပါ,88,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,5.0,16.0,73.0,72.0,7.0,16.0,14.0,72.0,23,45,17,88,70,35,67,19,12,"[621, 627, 404, 306, 497, 346, 459, 1180, 1008, 439, 738, 361, 406, 415, 278]"
9863,my-MM,Burmese,ပြင်သစ်သင်ခန်းစာ စာဖတ်ခြင်း ကို ပြန်စပါ,75,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,6.0,15.0,58.0,61.0,9.0,15.0,14.0,61.0,20,38,14,75,48,29,61,15,12,"[332, 259, 869, 842, 611, 439, 530, 1178, 277, 391, 361, 573, 1166, 278]"
9872,my-MM,Burmese,ကျေးဇူးပြ၍ အရေးကြီးတဲ့အနှစ်ချုပ်အချက်လေးတွေကိုပြန်လည် ဖွင့်လိုက်ပါ,131,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,6.0,22.0,116.0,109.0,7.0,22.0,17.0,109.0,32,67,21,131,109,56,96,23,17,"[336, 272, 1207, 326, 270, 1223, 930, 348, 544, 381, 541, 1165, 411, 368, 417, 526, 583, 1121, 415, 404, 278]"
9874,my-MM,Burmese,ခင်ခင်ထူး စာအုပ် ကို စဖတ်ပြပါ,55,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,45.0,45.0,9.0,13.0,11.0,45.0,16,32,13,55,42,24,46,12,9,"[354, 259, 581, 1181, 326, 530, 738, 361, 310, 1178, 277, 270, 278]"
9876,my-MM,Burmese,ငါ့ရဲ့ အသံစာအုပ် ကို ကျေးဇူးပြု၍ ဆက်လုပ်ပါ,81,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,8.0,16.0,72.0,68.0,11.0,16.0,14.0,68.0,22,46,21,81,67,38,63,15,11,"[747, 1160, 402, 459, 1180, 439, 738, 361, 336, 272, 1207, 326, 444, 1223, 665, 366, 278]"
9889,my-MM,Burmese,ငါ့ရဲ့ ဗီတာမင်စာအုပ် ကို ဆက်လက်ဖွင့်ထားပါ,79,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,67.0,64.0,9.0,14.0,17.0,64.0,24,45,18,79,68,35,62,16,11,"[747, 1160, 402, 502, 1174, 308, 1157, 259, 439, 738, 361, 665, 503, 406, 415, 351, 278]"
9892,my-MM,Burmese,အိုလီ လင်္ကာဒီပချစ်သူ ကို ဆက်ဖတ်မယ်,67,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,55.0,55.0,9.0,16.0,16.0,55.0,21,39,16,67,60,27,55,18,12,"[265, 260, 919, 289, 553, 440, 422, 1158, 1052, 346, 361, 665, 1178, 277, 376]"
9907,my-MM,Burmese,ဒီ အသံစာအုပ် က ဒီ နေရာ မှ ဖွင့်ပါ,60,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,9.0,14.0,51.0,54.0,15.0,14.0,13.0,54.0,17,36,17,60,54,30,53,16,9,"[393, 459, 1180, 439, 738, 288, 393, 1075, 814, 385, 845, 278]"
9921,my-MM,Burmese,ကြက်သွန်ဖြူ​ပေါင်မုန့် ဘယ်လိုလုပ်လဲဆိုတာ ငါ့ကိုပြောပြပါ,107,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,5.0,22.0,93.0,90.0,9.0,22.0,21.0,90.0,31,57,24,107,86,45,80,21,20,"[405, 262, 1163, 358, 286, 1179, 1210, 359, 259, 1157, 441, 1160, 987, 366, 425, 600, 747, 1160, 275, 470, 270, 278]"
9926,my-MM,Burmese,ပါစတာ ချက် ဖို့ အချိန် ဘယ်လောက် လိုသလဲ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,8.0,16.0,61.0,60.0,13.0,16.0,12.0,60.0,21,36,15,71,65,30,59,12,10,"[517, 1166, 308, 1148, 411, 385, 282, 836, 560, 556, 714, 1163, 425]"
9934,my-MM,Burmese,ကြက်သား နဲ့ ပန်းဂေါ်ဖီစိမ်း ကိုသုံးပြီးဘာချက်လို့ရလဲ,101,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,22.0,6.0,22.0,88.0,82.0,9.0,22.0,20.0,82.0,26,55,24,101,83,44,74,22,19,"[405, 262, 373, 736, 318, 301, 1193, 449, 1178, 1174, 1166, 644, 361, 635, 317, 458, 411, 357, 1162, 425]"
9951,my-MM,Burmese,ငါ့ကို ဟင်းချက်နည်း ပြသညွှန်ကြားပေးပါ,72,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,15.0,5.0,15.0,62.0,59.0,7.0,15.0,14.0,59.0,20,35,16,72,58,29,54,14,12,"[747, 1160, 275, 491, 267, 411, 524, 332, 1163, 1173, 419, 264, 490, 364, 278]"
9965,my-MM,Burmese,အီတလီခေါက်ဆွဲ ဘယ်လို ချက်ရမလဲ,56,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,5.0,14.0,48.0,49.0,7.0,14.0,13.0,49.0,21,36,15,56,60,25,45,14,11,"[265, 1174, 1154, 919, 1170, 874, 1176, 365, 987, 1148, 411, 1162, 1157, 425]"
9968,my-MM,Burmese,ရှာလကာရည်,18,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,3.0,7.0,17.0,14.0,3.0,7.0,6.0,14.0,7,9,5,18,16,8,14,7,4,"[501, 1150, 1164, 440, 891]"
9978,my-MM,Burmese,ကျေးဇူးပြု၍ အီတလီ အစားအစာ ချက်ပြုတ် တဲ့ ဗီဒီယိုများ ကို ပြပေးပါ,120,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,23.0,11.0,23.0,110.0,100.0,17.0,23.0,22.0,100.0,35,68,27,120,100,54,94,21,16,"[336, 272, 1207, 326, 444, 1223, 265, 1174, 1154, 919, 265, 375, 1165, 439, 1148, 411, 270, 355, 297, 269, 502, 1174, 422, 1172, 260, 307, 361, 332, 364, 278]"
9982,my-MM,Burmese,ကျောက်ပုစွန်ဟင်းချို ဘယ်လိုလုပ်ရသလဲ,69,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,4.0,14.0,58.0,56.0,5.0,14.0,14.0,56.0,18,34,15,69,58,27,52,16,11,"[336, 296, 1132, 1166, 358, 1187, 267, 292, 260, 987, 366, 1162, 1163, 425]"
9993,my-MM,Burmese,သီးစုံပဲဟင်း ဘယ်လိုချက်သလဲ,51,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,4.0,11.0,44.0,43.0,5.0,11.0,10.0,43.0,15,29,11,51,49,21,39,12,8,"[283, 279, 810, 388, 1187, 267, 987, 411, 1163, 425]"
9996,my-MM,Burmese,ကြက်သားဟင်း,22,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,7.0,3.0,7.0,18.0,15.0,3.0,7.0,7.0,15.0,5,10,6,22,14,7,16,7,5,"[405, 262, 373, 1187, 267]"
9999,my-MM,Burmese,ဒီ ပီဇာ ကို လုံးဝ ကြွပ်ကြွပ်ရွရွလေး ဖြစ်သွားအောင် အချိန်ဘယ်လောက် ဖုတ်သင့်လဲ,143,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,30.0,10.0,30.0,120.0,119.0,17.0,30.0,25.0,119.0,39,77,29,143,122,63,112,30,25,"[393, 318, 1174, 1131, 361, 289, 319, 1185, 405, 1167, 281, 276, 1167, 281, 1162, 1167, 1162, 1167, 368, 378, 382, 431, 836, 1182, 268, 556, 385, 355, 1163, 415, 425]"
10017,my-MM,Burmese,ပဲပိစပ် ကိုမင်းဘယ်လို ချက်လဲ,54,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,45.0,45.0,7.0,13.0,11.0,45.0,17,29,13,54,45,21,43,13,9,"[318, 1171, 1158, 1155, 897, 361, 719, 1182, 268, 324, 1148, 411, 425]"
10020,my-MM,Burmese,ဟင်းချက်နည်းများ ပေးပါ,43,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,10.0,4.0,10.0,36.0,34.0,5.0,10.0,9.0,34.0,9,21,8,43,35,17,32,9,7,"[491, 267, 411, 524, 307, 783, 278]"
10022,my-MM,Burmese,ဂူဂဲကိုအသုံးပြုပြီးဘယ်လိုဟင်းချက်ရမလဲငါ့ကိုပြပါ,94,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,20.0,3.0,20.0,88.0,80.0,3.0,20.0,19.0,80.0,27,53,19,94,82,38,68,23,17,"[522, 1179, 1193, 1171, 275, 588, 319, 444, 317, 1182, 268, 324, 1187, 267, 411, 1162, 1157, 425, 1156, 1175, 1160, 275, 270, 278]"
10037,my-MM,Burmese,ချက်ပြုတ်ဖို့အကောင်းဆုံးအကြံဉာဏ်တွေငါ့ကိုပေးပါ,92,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,19.0,3.0,19.0,84.0,73.0,3.0,19.0,16.0,73.0,25,50,15,92,73,38,64,19,16,"[1148, 411, 270, 355, 412, 1165, 468, 432, 1102, 1180, 1204, 1150, 606, 287, 1156, 1175, 1160, 275, 364, 278]"
10039,my-MM,Burmese,ကွတ်ကီးများ အတွက် မုန့်လုပ်နည်း ကို ပြပါ,76,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,7.0,16.0,63.0,58.0,11.0,16.0,16.0,58.0,18,37,18,76,57,31,60,16,13,"[288, 587, 1153, 279, 307, 946, 280, 441, 1160, 366, 524, 361, 332, 278]"
10041,my-MM,Burmese,ဘယ်လို မုန့်လက်ကောက်,39,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,8.0,4.0,8.0,31.0,29.0,5.0,8.0,7.0,29.0,11,19,8,39,31,14,30,9,5,"[987, 280, 1151, 1159, 363, 503, 957]"
10058,my-MM,Burmese,တစ်နာရီ,14,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,4.0,3.0,4.0,12.0,11.0,3.0,4.0,5.0,11.0,5,8,2,14,10,6,11,4,2,"[410, 443, 585]"
10070,my-MM,Burmese,အာလူး ကိုငါဘယ်လို ဖုတ်ရမလဲ,50,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,5.0,13.0,44.0,41.0,7.0,13.0,12.0,41.0,16,29,12,50,45,21,40,15,11,"[672, 1164, 326, 361, 1156, 1175, 1182, 268, 324, 385, 355, 1162, 1157, 425]"
10086,my-MM,Burmese,ပီဇာ ပြုလုပ်နည်း ရှာပေးပါ,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,12.0,5.0,12.0,42.0,40.0,7.0,12.0,10.0,40.0,15,27,10,48,38,23,37,10,7,"[318, 1174, 1131, 791, 366, 524, 501, 1150, 364, 278]"
10110,my-MM,Burmese,အသားမုန့် ဘယ်လို လုပ်ရသလဲ,48,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,11.0,5.0,11.0,40.0,40.0,7.0,11.0,11.0,40.0,15,23,10,48,40,21,39,12,8,"[265, 373, 1157, 441, 1160, 987, 454, 1162, 1163, 425]"
10129,my-MM,Burmese,ကြက်သားခေါက်ဆွဲစွပ်ပြုတ် ချက်ဖို့ငါ့ကို ဟင်းချက်နည်း ရှာပေးပါ,119,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,27.0,6.0,27.0,101.0,95.0,9.0,27.0,25.0,95.0,34,62,26,119,98,48,88,26,23,"[405, 262, 373, 1170, 874, 1176, 365, 1166, 1167, 281, 270, 355, 1148, 411, 412, 1156, 1175, 1160, 275, 491, 267, 411, 524, 501, 1150, 364, 278]"
10135,my-MM,Burmese,ကစီလွတ် အစားအ​သောက်စာရင်း များကို ရှာဖွေပါ,80,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,16.0,6.0,16.0,72.0,64.0,11.0,16.0,16.0,64.0,26,40,15,80,59,30,63,17,10,"[288, 570, 1164, 587, 265, 375, 1165, 1210, 1163, 296, 439, 516, 663, 275, 501, 1150, 406, 1152, 278]"
10138,my-MM,Burmese,ဘယ်လို ချက်သလဲ ဟင်းချက်နည်း ပြပါ,61,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,13.0,6.0,13.0,48.0,51.0,9.0,13.0,11.0,51.0,16,33,13,61,57,25,50,12,9,"[987, 1148, 411, 1163, 425, 491, 267, 411, 524, 332, 278]"
10143,my-MM,Burmese,ငါ ဆနွင်းမကင်းတဗန်းကို ဘယ်လောက်ကြာကြာ အအေးခံရမလဲ,93,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,21.0,6.0,21.0,80.0,74.0,9.0,21.0,20.0,74.0,29,46,19,93,71,37,74,20,18,"[747, 325, 1159, 653, 1157, 1153, 267, 1154, 1203, 301, 275, 560, 556, 755, 755, 265, 1119, 1108, 1157, 425]"
10146,my-MM,Burmese,ချိစ့်ကြက်ဥမွှေကြော် ဘယ်လိုချက်ရတာလဲ,71,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,18.0,4.0,18.0,61.0,58.0,5.0,18.0,18.0,58.0,20,36,19,71,63,30,52,18,16,"[499, 1155, 271, 1160, 276, 262, 1219, 1157, 887, 276, 337, 987, 411, 728, 425]"
10152,my-MM,Burmese,ဟော့ဒေါ့ လုပ်ဖို့အတွက် ပြုလုပ်နည်း ​ပေး,73,my,Burmese,33000000,Mon–Burmese (Burmese alphabet),Sino-Tibetan,Southeast Asia,Asia,mya,Eurasia,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,unique script,False,14.0,6.0,14.0,64.0,60.0,9.0,14.0,13.0,60.0,19,39,12,73,61,34,57,13,10,"[491, 650, 1183, 321, 1160, 454, 412, 413, 791, 366, 524, 1148, 1210, 364]"
